11,하이큐!! 25,대원,"미야기 현 1학년 선발강화 합숙에서 연습에 끼지 못해도 탐욕스럽게 배우려고 하는 히나타! 한편, 청소년대표 강화 합숙에 참가한 카게야마는 동료들을 대하는 방법을 고민하기 시작한다?! 그리고 봄철 대회를 앞두고 총결산하는 느낌으로 임하는 다테공고전…!"
12,어떻게 살 것인가,생각의길,"힐링에서 스탠딩으로, 멘붕 사회에 해독제로 쓰일 책 자유인으로 돌아온 유시민의 첫 번째 책 대중적 글쓰기로 많은 독자들의 사랑을 받았던 유시민이 스스로 가장 자기답다고 생각하는 모습으로 돌아왔다. 이 책은 정치인 유시민에 가려져 있었던 자연인 유시민 지식인 유시민의 사람과 자연, 사회와 역사에 대한 생각을 온전하게 보여준다. 이 책을 쓰는 작업은 그에게 자신의 미래를 새롭게 고민하고 설계하는 과정이었으며, 그는 책의 결론에 부합하는 결정을 내렸다. 자기다운 삶, 자신이 원하는 인생을 살기로 한 것이다. 유시민은 자신이 살아온 지난 시기의 개인적 사회적 정치적 경험과 그에 대한 생각을 단편적으로 드러냈다. 고등학교 졸업반 시절의 일부터 대학 시절 야학 교사 활동을 거쳐 소위 ‘통합진보당 사태’와 18대 대통령 선거에 이르기까지, 어떤 감정과 생각이 자신의 삶을 지배했는지 이야기한다."
13,보노보노처럼 살다니 다행이야,놀,"『서른은 예쁘다』의 저자 김신회가 발견한 보노보노 속 주옥같은 위로의 문장들! [보노보노]를 좋아할 수밖에 없는 이유는 단순한 그림체에 담긴 가슴 따뜻한 대사와 철학적인 메시지 때문이다. 보노보노와 친구들은 아주 순수하고 솔직하며 뭉클하다. [보노보노]의 만화책과 애니메이션을 봤던 어린이들이 성장해 어른이 되었고, 어른이 되어서 읽어보니 훨씬 더 큰 울림을 받게 된 것이다. 『서른은 예쁘다』, 『여자는 매일 밤 어른이 된다』, 『모든 오늘은 떠나기 전날』 등 서툰 어른들의 깊은 공감을 이끌어낸 김신회 작가가 보노보노를 다시 주목한 이유도 그 때문이다. 보노보노는 아이들이 읽기도 좋지만 어른이 읽었을 때 더 깊은 묘미를 느낄 수 있다는 것이다."
14,자존감 수업,심플라이프,"심리학 책 아무리 읽어도 자존감 그대로인 사람에게 추천하는 책! 정신과 의사 ‘윤답장’ 선생의 자존감 셀프 코칭법 자존감 전문가이자 정신과 의사인 윤홍균 원장이 2년 넘게 심혈을 기울여 쓴 책으로, 자존감이 우리 삶에 미치는 영향을 친절하게 알려주고, 자존감을 끌어올리는 실질적인 방법을 알려주는 책. 높은 자존감을 갖고 싶지만 방법을 모르는 사람, 낮은 자존감 때문에 내면의 불화와 갈등을 겪고 있는 이들이 건강한 자존감을 회복하도록 돕는다."
15,문재인의 운명,북팔,"노무현 전 대통령과 함께한 30년 동지 문재인, 두 사람의 운명 같은 동행 특별판 출간기념 촛불집회부터 대선관련 화보 수록 『문재인의 운명』은 노무현 전 대통령 서거 2주기를 맞아 노 전 대통령이 생전에 “노무현의 친구 문재인이 아니라, 문재인의 친구 노무현”이라고 표현할 만큼 신뢰했던 평생의 동지, 문재인의 시각에서 본 노무현 전 대통령과 참여정부에 대한 증언이다. 책은 ‘만남’ ‘인생’ ‘동행’ ‘운명’ 등 모두 4부로 구성되어 있으며 저자가 처음 노무현 변호사를 만나 함께 노동-인권변호사로 활동하던 시기부터 정치적 파트너로서 뿐만 아니라 친구이자 한 사람의 인간이었던 그들의 30여년 세월 동안의 인연과 그 이면의 이야기를 상세히 기록하고 있다. 금번 특별판에는 촛불집회부터 2017년 대선 운동기간까지의 화보가 실려있다."
16,돈 되는 아파트 돈 안 되는 아파트,위즈덤하우스,"실거주부터 투자용 아파트까지, 한 권으로 끝내는 돈 되는 아파트의 모든 것! 10년째 집값이 떨어진다는 이야기가 끊이지 않는다. 때마침 다양한 근거를 가진 부동산 폭락론도 언론을 통해 확산된다. 그러나 이러한 폭락론의 근거를 꼼꼼히 따져보면 그 실현 가능성은 미약하고, 오히려 이 때문에 서민들이 집 살 기회를 놓치고 있다고 이 책 『돈 되는 아파트 돈 안 되는 아파트』는 말한다. 『돈 되는 아파트 돈 안 되는 아파트』는 정권 교체와 함께 쏟아지는 다양한 부동산 시장에 대한 예측을 하나하나 살펴보면서 단순히 입지, 교통, 학군 등에 따른 투자처를 소개하는 데 그치는 것이 아니라 부동산 시장의 본질을 독자 스스로 파악하도록 돕는다."
17,부동산 투자 이렇게 쉬웠어?,지혜로,"상승장은 물론, 하락장에서도 수익 내는 방법이 있다고? 기본 원리만 알면 부동산 투자가 쉬워진다! 20년 동안 상승장과 하락장을 모두 겪으며 꾸준한 수익을 내온 저자의 부동산 투자의 비법이 모두 담겨있는 책으로, 부동산 투자에 관심이 있는 사람이라면 누구든 꼭 읽어봐야 할 최고의 부동산 투자 기본서이다. 부동산 투자가 쉽다고 생각되고 안정적인 수익을 내고 싶다면 이 책을 가슴에 품어라! 이 책은 독자들이 기초부터 실전투자를 할 수 있는 단계까지 체계적으로 습득할 수 있도록 4단계로 구성되어 있다. 1단계 ‘부동산 투자를 위해 꼭 알아야 할 기초 지식’부터 2단계 ‘쉬운 부동산부터 투자하기’, 3단계 ‘1억 원 이상의 고수익을 낼 수 있는 부동산에 투자하기’, 마지막 4단계에서는 상승장뿐 아니라 하락장에서도 수익을 낼 수 있는 방법을 소개하고 있다."
18,설민석의 한국사 대모험 3,아이휴먼,"경주, 불국사와 석굴암, 한글, 수원 화성, 조선왕조실록 세계 최고라 자부할 수 있는 우리의 문화유산을 배우고 기억합니다. 설쌤과 함께 우리의 자랑스러운 문화유산을 알아보는 역사 여행을 떠나요! 『설민석의 한국사 대모험 3』에서는 갑작스러운 왕의 부름에 설쌤과 평강은 온달과 함께 우리나라의 문화유산을 탐방하는 족집게 역사 탐험을 시작한다. 캄보디아의 앙코르와트처럼 멋진 문화유산이 없다고 생각하는 온달에게 우리나라에 그에 못지않은 문화유산이 많다는 것을 알려주기 위해 노력하는 설쌤과 평강. 우리의 문화유산 가운데에는 세계적으로 그 가치를 인정받는 것들이 많다. 하지만 아직도 다른 나라의 문화유산이 더 훌륭하고 가치 있다고 생각하는 사람들도 많다. 온달처럼 말이다. 『설민석의 한국사 대모험 3』에서는 그런 어린이들에게 우리의 문화유산이 가진 가치와 의미를 알기 쉽게 이야기하고, 우리 어린이들이 우리의 문화유산에 더욱 많은 관심과 애정을 가질 수 있도록 이야기를 풀어간다."
19,명견만리_새로운 사회 편,인플루엔셜,"향후 인류에게 가장 중요한 문제들에 관해 새로운 담론을 제기하며 충격을 던졌던 『명견만리』. 인구쇼크, 교육, 기술 등 소수 엘리트 집단이 독점해오던 이슈들을 대중의 장으로 끌고 나옴으로써 우리 사회의 절박한 어젠다를 효과적으로 공론화해왔다는 평가를 받는다. 서울시, 서울시교육청, KT경제연구소, 박원순 서울시장 등 각종 기관과 각계각층 명사들의 관심을 모았다. 『명견만리: 새로운 사회 편』에서는 ‘정치, 생애, 직업, 탐구’ 네 주제를 통해 과거와 확연히 다른 모습으로 다가올 새로운 사회를 조명하고, 내일을 열어가기 위한 인류의 노력과 지혜를 모두 모았다. “더 나은 세상을 향한 아이디어가 여기에 있다."
20,레버리지,다산3.0,"“돈은 그렇게 버는 게 아니다” 30대 젊은 백만장자가 알려주는 자본 증식의 원리 · 아마존 베스트셀러 1위 · 브라이언 트레이시 강력 추천 · BBC 라디오 선정 최고의 책 · 선데이 익스프레스 추천 도서 · 데일리 익스프레스 추천 도서 당신이 만약 16년 동안 공부하는 교육 시스템을 통과하고, 그 과정에서 수천만 원의 빚을 지고, 직업 피라미드에서 가장 밑바닥인 저임금의 일자리를 구한 다음 40년 동안 천천히 고통스럽게 일하는 삶을 원한다면, 이 책은 당신을 위한 책이 아니다. 또 열심히 일하면서 사랑하는 사람들과 함께 보내는 시간을 희생하고, 추가 근무를 하고, 저축에만 의지하면서 행복과 자유를 나중으로 미루는 삶을 살기 원한다면, 역시 이 책은 당신을 위한 책이 아니다. 이 책에는 한 가지 비밀이 담겨 있다. 이 비밀은 5만 파운드 빚더미에 올라 방황하던 한 남자를 3년 만에 백만장자로 만들었다. 그것은 바로 자본주의다."
21,"9등급 꼴찌, 1년 만에 통역사 된 비법",리더스북,"“영어가 제 꼴찌 인생을 180도 바꿔놓았습니다!” 19세에 영단어 become 뜻도 모르던 9등급 꼴찌생이 독학으로 1년 만에 영어 통역을, 7년 만에 4개 국어를 동시 통역하게 된 기막힌 이야기 이번 생에선 그만 영어를 포기해야겠다 마음먹은 당신, 수십 년간 공부했는데 초등학생 조카만 못하다 좌절한 당신, 세상 모든 영어 불구자들에게 던지는 마지막 희망, 이것이야말로, 내 인생 마지막 영어 공부! 기초 영단어도 모르던 영포자 꼴찌생이 19살 넘어 뒤늦게 영어에 도전해 1년 만에 통역까지 하게 된 드라마 같은 이야기와 외국어를 단기간에 습득하는 노하우를 담았다. 책상도, 교재도 필요 없이 지금 당장, 좋아하는 영화 드라마로 듣기 말하기 반복훈련을 해서 단기간에 입과 귀를 트게 하는 실전 스토리가 가득하다."
22,닥치는 대로 끌리는 대로 오직 재미있게 이동진 독서법,예담,"“이동진 씨, 책을 어떻게 읽으세요?” 독서의 기쁨을 전파하는 팟캐스트 「이동진의 빨간책방」 진행자, 영화평론가 이동진이 말하는 내가 책을 읽는 방법, 책을 사랑하는 방법 이동진 추천도서 500권 수록 팟캐스트 방송 「이동진의 빨간책방」을 5년 넘게 진행해오면서, 어떻게 책을 읽느냐는 질문을 많이 받아왔습니다. 저 역시 수십 년을 독자로 살아오면서 시행착오를 겪어오기도 했고 책 속에서 행복과 충만함을 느껴왔기 때문에 한 번쯤 제 나름대로 책을 읽고 소유하고 이용하는 방법을 정리해볼 필요가 있었습니다. 그리고 이 방식을 통해서 제가 꿈꾸는 연대를 조금 더 소개할 수 있기를 바랍니다. 이 책에서는 ‘책을 어떻게 읽어야 할까’라는 질문을 ‘책을 어떻게 사랑할 수 있을까’로 바꾸어서 그에 대한 제 생각을 전하려고 합니다. 결국 저의 독서의 역사는 바로 그렇게 책을 닥치는 대로 끌리는 대로 즐기면서 사랑하게 된 과정이었기 때문입니다."
23,신부 이야기 9,대원,"쑥스럼 많고 사람들 대하는 게 너무도 서투른 파리야. 그런 그녀와 혼담이 오기는 소년 우마루는 파리야와는 매우 다르게 사람들에게서 평판도 좋고 얼굴도 잘생긴 훈남이다. 좋아하는 우마루 앞에서 더욱 움츠러들고 말도 자꾸 더듬게 되는 파리야였지만, 자신의 진짜 속마음을 그에게 표현하겠다고 다짐하는데?! 어머니의 심부름으로 먼 마을까지 둘만 수레를 타고 가게 된 두 사람."
24,국가란 무엇인가,돌베개,"당신의 나라 ‘대한민국’은 지금 어떤 모습인가? 국가에 대해 질문하고, 훌륭한 국가를 상상하라 2016년 10월 말부터 나라를 뒤흔든 최순실 국정농단, 세 차례에 걸친 박근혜 대통령의 국민 담화, 이어진 청문회와 특검, 대통령 탄핵 그리고 아직 판결이 내려지지 않은 여러 사안들까지. 그 일련의 과정을 지켜본 사람이라면 한번쯤 이런 질문을 던졌을 것이다. 왜 우리는 이런 국가에서 살고 있는가? 우리가 원하는 대통령, 우리가 원하는 국가는 어떤 모습인가? 시대가 낳은 이런 질문들을 일상적으로 해보게 됐다는 것은 긍정적인 현상이다. 당신이 원하는 대통령, 당신의 국가관이 무엇인지 재점검할 수 있는 귀중한 기회이기도 하다. 좋든 싫든 당신은 대한민국의 국민이지 않은가. 예상보다 빨리 찾아올 대선에서 실수를 반복하지 않기 위해서 우리는 이 시간을 좀 더 진지하게 성찰해야 한다."
25,나는 나로 살기로 했다,마음의숲,"진짜 ‘나’로 살기 위한 뜨거운 조언들! 어른이 처음인 당신을 위한 단단한 위로들! “어른이 되어보니 세상은 냉담한 곳이었다.” 김수현은 책을 펴내면서 이런 말을 했다. 부조리가 넘쳐났고, 사람들은 불필요할 정도로 서로에게 선을 긋고, 평범한 이들조차 기회가 있으면 차별과 멸시를 즐긴다. 우리는 자본주의 사회에서 철저한 갑과 을이 되어 살아가고 있다. 그것이 우리가 이토록 발버둥 치며 살고 있는 세상이다. 이 책은 우리가 온전한 ‘나’로 살아가기 위해 무엇이 필요한지 말해준다. 돈 많고 잘나가는 타인의 SNS를 훔쳐보며 비참해질 필요 없고, 스스로에게 변명하고 모두에게 이해받으려 애쓰지 말라고 이야기한다. 불안하다고 무작정 열심히 할 필요 없고, 세상의 정답에 굴복하지 말라고 응원한다. 인생의 지나가는 사람들에게 더 이상 상처받지 말고, 누군가의 말에 흔들리지 말고, 자신만의 문제라고 착각하지 말라고. 우리에게 가장 필요한 말, 나답게 살라고 말한다."
26,북유럽 신화,나무의철학,"26개국 출간, 2017년 아마존 ‘올해의 책’ 아마존, 〈뉴욕 타임스〉 베스트셀러 1위 전 세계에 ‘북유럽 신화 읽기’ 신드롬을 일으킨 이 시대 최고의 이야기꾼 닐 게이먼의 역작 21세기 들어 인류가 가장 심취해 있는 이야기는 무엇일까? 바로 ‘북유럽 신화’다. 거대한 망치를 든 토르, 음험한 미소를 띤 로키, 한쪽 눈을 지혜와 바꾼 최고신 오딘, 아름다운 여신 프레이야…. 북유럽 신화에 등장하는 많은 신들이 우리 시대의 문화를 상징하는 아이콘으로 떠올랐다. 그들의 어떤 매력이 전 세계를 사로잡은 것일까? 이에 대한 답은 〈뉴욕 타임스〉, 〈가디언〉, 〈워싱턴 포스트〉, 〈월 스트리트 저널〉 등과 같은 글로벌 미디어들이 이 책 『북유럽 신화』에 쏟아낸 다음의 격찬에서 찾을 수 있다. “최고의 이야기꾼 닐 게이먼이 쓴 이 책을 우리가 읽어야 하는 이유는 하나다. 북유럽 신화를 모른다는 것은, 인류 역사의 절반을 모르는 것과 같기 때문이다."
27,어쩌면 내가 가장 듣고 싶었던 말,갤리온,"“왜 당신은 늘 괜찮다고 말하나요?” 외롭던 내가 가장 듣고 싶었기에, 외로운 당신에게 꼭 들려주고 싶은 31가지 이야기 하루하루 애쓰며 살아가지만, 아무도 그 노력을 알아주지 않는 것 같을 때. 견딜 수 없는 것들을 견뎌야 하고, 받아들일 수 없는 것들 때문에 슬펐던 그때. 괜찮은 척, 아무렇지 않은 척해 보지만 한없이 외롭던 그 순간에…… 우리를 버티게 해 준 힘은 무엇이었을까? 곁에 있는 소중한 사람들이 건네는 다정한 말 한마디가 아니었을까? “밥 먹었어?”, “어디야? 보고 싶어”, “살다가 정말 힘이 들 때 기억해. 온 마음을 다해 널 아끼는 사람이 있다는 걸”…… 귀에 스며들어 우리를 삶 쪽으로 이끌었던 말들. 뜨겁고 아린 삶의 등을 가만가만 쓸어 주던 말들. 그 말을 들을 수 있어서 태어난 것이 아깝지 않던 말들. 이 책에 담은 건 그 애틋하고 빛나는 말들의 녹취인 동시에, 외로운 당신에게 가장 들려주고 싶은 이야기이기도 하다."
28,사피엔스,김영사,"★미국, 영국, 프랑스, 독일, 중국 30여 개국 출간! 전 세계 지성계를 뒤흔든 압도적 베스트셀러! ★재레드 다이아몬드, 대니얼 카너먼, 마크 저커버그가 격찬한 초대형 베스트셀러 마침내 한국 출간! 인간의 역사와 미래에 대한 가장 논쟁적인 대서사 문명의 배를 타고 진화의 바다를 항해한 인류는 이제 어디로 나아갈 것인가! 변방의 유인원 호모 사피엔스는 어떻게 세상의 지배자가 되었는가? 수렵채집을 하던 우리 조상들은 어떻게 한 곳에 모여 도시와 왕국을 건설하였는가? 인간은 왜 지구 역사상 가장 치명적인 동물이 되었는가? 과학은 모든 종교의 미래인가? 인간의 유효기간은 언제까지인가? 멀고먼 인류의 시원부터 인지혁명, 농업혁명, 과학혁명을 거쳐 끊임없이 진화해온 인간의 역사를 다양하고 생생한 시각으로 조명한 전인미답의 문제작. 호모 사피엔스부터 인공지능까지, 역사, 사회, 생물, 종교 등 여러 학문의 경계를 넘나들며 역사의 시간을 종횡무진 써내려간 문명 항해기."
29,수학의 언어로 세상을 본다면,바다출판사,"초끈이론 연구로 세계적 명성을 얻은 캘리포니아 공과대학 교수 오구리 히로시의 수학 해설서. 고등학교에 들어가는 딸을 위해 수학의 기본 원리부터 차근차근 설명하며 21세기를 살아감에 있어 수학이 얼마나 중요한 도구인지를 보여준다. 소수는 왜 중요한가, 음수와 음수를 곱하면 왜 양수가 되나, 해의 공식은 어떻게 나왔고 왜 외워야 할까, 음수, 허수, 지수, 대수는 왜 알아야 하지? 무작정 외우기만 했던 수학 기호와 공식들의 의미를 이제는 이해할 수 있다."
30,우리아이 낭독혁명,스마트북스,"독서독립 / 공부독립 / 마음의 힘 『우리아이 낭독혁명』 『우리아이 낭독혁명』은 우리 아이들의 독서교육 및 학습전략에 새로운 길을 제시하는 책이다. 저자 고영성은 2015년 『어떻게 읽을 것인가』라는 독서법 책을 출간하여 인문 베스트셀러 저자로 자리잡았으며, 2016년 두 아이의 아빠로서 아이를 키우면서 성장, 학습, 독서, 양육법 등에 대한 과학적이고 종합적인 안목이 필요함을 절감하고, 부모들이 꼭 알아야 할 과학적 사실들을 담은 『부모공부』를 집필하여 종합 베스트셀러 10위 안에 오르는 등 좋은 반응을 얻은 바 있다. 그리고 그 연장선상에서 아이의 성장을 위해 올바른 낭독, 독서교육이 필요함을 절감하고, 『우리아이 낭독혁명』을 집필, 출간하게 되었다."
31,세계사 편력 2,일빛,아버지 네루가 13세 딸인 인디라 간디에게 보낸 편지글을 엮은 책. 영국으로부터의 독립투쟁을 하다가 여섯 차례나 투옥되었던 네루는 약소민족도 세계사에서 동등하게 존중받아야 된다고 확신하면서 딸에게 세계사 편지를 쓰기 시작하여 3년 동안 총 196편의 옥중 편지를 보냈다. 이 편지글들은 우선 세계 역사를 서구 중심의 편협한 시각에서 벗어나 균형 잡힌 세계관과 역사관을 갖도록 안내한다. 뿐만 아니라 딸에게 지도자의 길이 무엇인지 자상하게 설명하여 역사의 올바른 리더십을 키우도록 북돋아준다. 사회지도층의 도덕적 의무...
32,지적 대화를 위한 넓고 얕은 지식,한빛비즈,"신자유주의가 뭔지, 보수와 진보가 무엇인지, 왜 사회문제가 일어나는지도 몰라서 지식수준이 들통 날까 봐 대화 자리가 두려운 당신에게 오늘도 당신은 수시로 사람들과 만난다. 담배 한 대를 피우는 막간의 시간이든, 점심을 먹는 조금 긴 시간이든, 상사와 외근을 나가야 하는 긴 차 안이든, 대화는 필요하다. 어떤 대화로 연명해왔는가? 쉽게는 어제 뭐 봤니 부터 시작해서 잘 나가는 연예인 이야기를 거쳐 상사 뒷담화로 이어지는 대화의 패턴이 반복되다 보면, 상대가 누구든 그 관계조차 시시해지는 기분이 든다. 그러다 가끔 색다른 상대에 의해 한 차원 높은 지식을 요하는 대화가 시작되면 금방 들통 나는 지식의 한계에 부끄러움마저 느낄 것이다. 현실의 필수적인 지식을 외면한 채, TV 오락과 연예 스캔들, 상사 뒷담화에만 열을 올리는 대화는 허무하다."
33,영어회화 100일의 기적,넥서스,"10년째 영어 왕초보? 100일 만에 초보를 탈출한다.'책+강의+스피킹훈련’으로 보고 듣고 말하는 3D 입체 학습과 국내파 영어연수 전문가, 문코치 해설강의 제공을 한다."
34,세계사 편력 3,일빛,아버지 네루가 13세 딸인 인디라 간디에게 보낸 편지글을 엮은 책. 영국으로부터의 독립투쟁을 하다가 여섯 차례나 투옥되었던 네루는 약소민족도 세계사에서 동등하게 존중받아야 된다고 확신하면서 딸에게 세계사 편지를 쓰기 시작하여 3년 동안 총 196편의 옥중 편지를 보냈다. 이 편지글들은 우선 세계 역사를 서구 중심의 편협한 시각에서 벗어나 균형 잡힌 세계관과 역사관을 갖도록 안내한다. 뿐만 아니라 딸에게 지도자의 길이 무엇인지 자상하게 설명하여 역사의 올바른 리더십을 키우도록 북돋아준다. 사회지도층의 도덕적 의무...
